healthPercent,manaPercent,matchid,name,gameTime
100.0,100.0,5386235108,S1N1ST3R,202
100.0,100.0,5386235108,S1N1ST3R,202
100.0,100.0,5386235108,S1N1ST3R,203
100.0,100.0,5386235108,S1N1ST3R,203
100.0,100.0,5386235108,S1N1ST3R,204
100.0,100.0,5386235108,S1N1ST3R,204
100.0,100.0,5386235108,S1N1ST3R,204
100.0,100.0,5386235108,S1N1ST3R,205
100.0,100.0,5386235108,S1N1ST3R,205
100.0,100.0,5386235108,S1N1ST3R,206
100.0,100.0,5386235108,S1N1ST3R,206
100.0,100.0,5386235108,S1N1ST3R,207
100.0,100.0,5386235108,S1N1ST3R,207
100.0,100.0,5386235108,S1N1ST3R,208
100.0,100.0,5386235108,S1N1ST3R,208
100.0,100.0,5386235108,S1N1ST3R,209
100.0,100.0,5386235108,S1N1ST3R,209
100.0,100.0,5386235108,S1N1ST3R,209
100.0,100.0,5386235108,S1N1ST3R,210
100.0,100.0,5386235108,S1N1ST3R,210
100.0,100.0,5386235108,S1N1ST3R,211
100.0,100.0,5386235108,S1N1ST3R,211
100.0,100.0,5386235108,S1N1ST3R,212
100.0,100.0,5386235108,S1N1ST3R,212
100.0,100.0,5386235108,S1N1ST3R,213
100.0,100.0,5386235108,S1N1ST3R,213
100.0,100.0,5386235108,S1N1ST3R,214
100.0,100.0,5386235108,S1N1ST3R,214
100.0,100.0,5386235108,S1N1ST3R,215
100.0,100.0,5386235108,S1N1ST3R,215
100.0,100.0,5386235108,S1N1ST3R,215
100.0,100.0,5386235108,S1N1ST3R,216
100.0,100.0,5386235108,S1N1ST3R,216
100.0,100.0,5386235108,S1N1ST3R,217
100.0,100.0,5386235108,S1N1ST3R,217
100.0,100.0,5386235108,S1N1ST3R,218
100.0,100.0,5386235108,S1N1ST3R,218
100.0,100.0,5386235108,S1N1ST3R,219
100.0,100.0,5386235108,S1N1ST3R,219
100.0,100.0,5386235108,S1N1ST3R,220
100.0,100.0,5386235108,S1N1ST3R,220
100.0,100.0,5386235108,S1N1ST3R,221
100.0,100.0,5386235108,S1N1ST3R,221
100.0,100.0,5386235108,S1N1ST3R,222
100.0,100.0,5386235108,S1N1ST3R,222
100.0,100.0,5386235108,S1N1ST3R,223
100.0,100.0,5386235108,S1N1ST3R,223
100.0,100.0,5386235108,S1N1ST3R,223
100.0,100.0,5386235108,S1N1ST3R,224
100.0,100.0,5386235108,S1N1ST3R,224
100.0,100.0,5386235108,S1N1ST3R,225
100.0,100.0,5386235108,S1N1ST3R,226
100.0,100.0,5386235108,S1N1ST3R,227
100.0,100.0,5386235108,S1N1ST3R,227
100.0,100.0,5386235108,S1N1ST3R,228
100.0,100.0,5386235108,S1N1ST3R,228
100.0,100.0,5386235108,S1N1ST3R,229
100.0,100.0,5386235108,S1N1ST3R,229
100.0,100.0,5386235108,S1N1ST3R,230
100.0,100.0,5386235108,S1N1ST3R,230
100.0,100.0,5386235108,S1N1ST3R,231
100.0,100.0,5386235108,S1N1ST3R,231
100.0,100.0,5386235108,S1N1ST3R,232
100.0,100.0,5386235108,S1N1ST3R,232
100.0,100.0,5386235108,S1N1ST3R,232
100.0,100.0,5386235108,S1N1ST3R,233
100.0,100.0,5386235108,S1N1ST3R,233
100.0,100.0,5386235108,S1N1ST3R,234
100.0,100.0,5386235108,S1N1ST3R,234
100.0,100.0,5386235108,S1N1ST3R,235
100.0,100.0,5386235108,S1N1ST3R,236
100.0,100.0,5386235108,S1N1ST3R,237
100.0,100.0,5386235108,S1N1ST3R,238
100.0,100.0,5386235108,S1N1ST3R,239
100.0,100.0,5386235108,S1N1ST3R,240
100.0,100.0,5386235108,S1N1ST3R,241
100.0,100.0,5386235108,S1N1ST3R,242
100.0,100.0,5386235108,S1N1ST3R,243
100.0,100.0,5386235108,S1N1ST3R,244
100.0,100.0,5386235108,S1N1ST3R,245
100.0,100.0,5386235108,S1N1ST3R,246
100.0,100.0,5386235108,S1N1ST3R,247
100.0,100.0,5386235108,S1N1ST3R,248
100.0,100.0,5386235108,S1N1ST3R,249
100.0,100.0,5386235108,S1N1ST3R,250
100.0,100.0,5386235108,S1N1ST3R,251
100.0,100.0,5386235108,S1N1ST3R,251
100.0,100.0,5386235108,S1N1ST3R,252
100.0,100.0,5386235108,S1N1ST3R,253
100.0,100.0,5386235108,S1N1ST3R,254
92.0,100.0,5386235108,S1N1ST3R,255
92.0,100.0,5386235108,S1N1ST3R,255
85.0,100.0,5386235108,S1N1ST3R,256
85.0,100.0,5386235108,S1N1ST3R,256
77.0,100.0,5386235108,S1N1ST3R,256
78.0,100.0,5386235108,S1N1ST3R,257
78.0,100.0,5386235108,S1N1ST3R,257
78.0,100.0,5386235108,S1N1ST3R,258
78.0,100.0,5386235108,S1N1ST3R,258
78.0,100.0,5386235108,S1N1ST3R,259
78.0,100.0,5386235108,S1N1ST3R,259
79.0,100.0,5386235108,S1N1ST3R,260
79.0,100.0,5386235108,S1N1ST3R,260
79.0,100.0,5386235108,S1N1ST3R,261
79.0,100.0,5386235108,S1N1ST3R,261
79.0,100.0,5386235108,S1N1ST3R,262
80.0,100.0,5386235108,S1N1ST3R,262
80.0,100.0,5386235108,S1N1ST3R,263
80.0,100.0,5386235108,S1N1ST3R,263
80.0,100.0,5386235108,S1N1ST3R,264
80.0,100.0,5386235108,S1N1ST3R,264
80.0,100.0,5386235108,S1N1ST3R,265
81.0,100.0,5386235108,S1N1ST3R,265
81.0,100.0,5386235108,S1N1ST3R,266
81.0,100.0,5386235108,S1N1ST3R,266
81.0,100.0,5386235108,S1N1ST3R,267
82.0,100.0,5386235108,S1N1ST3R,267
82.0,100.0,5386235108,S1N1ST3R,268
82.0,100.0,5386235108,S1N1ST3R,268
82.0,100.0,5386235108,S1N1ST3R,269
83.0,100.0,5386235108,S1N1ST3R,269
83.0,100.0,5386235108,S1N1ST3R,270
83.0,100.0,5386235108,S1N1ST3R,270
83.0,100.0,5386235108,S1N1ST3R,270
83.0,100.0,5386235108,S1N1ST3R,271
84.0,100.0,5386235108,S1N1ST3R,271
84.0,100.0,5386235108,S1N1ST3R,272
84.0,100.0,5386235108,S1N1ST3R,272
84.0,100.0,5386235108,S1N1ST3R,273
85.0,100.0,5386235108,S1N1ST3R,273
85.0,100.0,5386235108,S1N1ST3R,274
85.0,100.0,5386235108,S1N1ST3R,274
85.0,100.0,5386235108,S1N1ST3R,275
86.0,100.0,5386235108,S1N1ST3R,275
86.0,100.0,5386235108,S1N1ST3R,276
86.0,100.0,5386235108,S1N1ST3R,276
86.0,100.0,5386235108,S1N1ST3R,277
86.0,100.0,5386235108,S1N1ST3R,277
87.0,100.0,5386235108,S1N1ST3R,278
87.0,100.0,5386235108,S1N1ST3R,278
87.0,100.0,5386235108,S1N1ST3R,279
87.0,100.0,5386235108,S1N1ST3R,280
79.0,100.0,5386235108,S1N1ST3R,280
80.0,100.0,5386235108,S1N1ST3R,281
80.0,100.0,5386235108,S1N1ST3R,281
80.0,100.0,5386235108,S1N1ST3R,282
80.0,100.0,5386235108,S1N1ST3R,282
80.0,100.0,5386235108,S1N1ST3R,283
80.0,100.0,5386235108,S1N1ST3R,283
80.0,100.0,5386235108,S1N1ST3R,284
81.0,100.0,5386235108,S1N1ST3R,284
81.0,100.0,5386235108,S1N1ST3R,285
81.0,100.0,5386235108,S1N1ST3R,285
81.0,100.0,5386235108,S1N1ST3R,286
81.0,100.0,5386235108,S1N1ST3R,286
82.0,100.0,5386235108,S1N1ST3R,287
82.0,100.0,5386235108,S1N1ST3R,287
82.0,100.0,5386235108,S1N1ST3R,288
82.0,100.0,5386235108,S1N1ST3R,288
82.0,100.0,5386235108,S1N1ST3R,289
83.0,100.0,5386235108,S1N1ST3R,289
83.0,100.0,5386235108,S1N1ST3R,290
83.0,100.0,5386235108,S1N1ST3R,290
83.0,100.0,5386235108,S1N1ST3R,291
83.0,100.0,5386235108,S1N1ST3R,291
83.0,100.0,5386235108,S1N1ST3R,292
84.0,100.0,5386235108,S1N1ST3R,292
84.0,100.0,5386235108,S1N1ST3R,293
84.0,100.0,5386235108,S1N1ST3R,293
84.0,100.0,5386235108,S1N1ST3R,294
84.0,100.0,5386235108,S1N1ST3R,295
84.0,100.0,5386235108,S1N1ST3R,295
85.0,100.0,5386235108,S1N1ST3R,295
85.0,100.0,5386235108,S1N1ST3R,296
85.0,100.0,5386235108,S1N1ST3R,296
85.0,100.0,5386235108,S1N1ST3R,297
85.0,100.0,5386235108,S1N1ST3R,297
85.0,100.0,5386235108,S1N1ST3R,298
85.0,100.0,5386235108,S1N1ST3R,298
86.0,100.0,5386235108,S1N1ST3R,299
86.0,100.0,5386235108,S1N1ST3R,299
86.0,100.0,5386235108,S1N1ST3R,300
86.0,100.0,5386235108,S1N1ST3R,300
86.0,100.0,5386235108,S1N1ST3R,301
87.0,100.0,5386235108,S1N1ST3R,301
87.0,100.0,5386235108,S1N1ST3R,302
87.0,100.0,5386235108,S1N1ST3R,303
87.0,100.0,5386235108,S1N1ST3R,303
87.0,100.0,5386235108,S1N1ST3R,304
87.0,100.0,5386235108,S1N1ST3R,304
88.0,100.0,5386235108,S1N1ST3R,305
88.0,100.0,5386235108,S1N1ST3R,305
88.0,100.0,5386235108,S1N1ST3R,306
88.0,100.0,5386235108,S1N1ST3R,306
88.0,100.0,5386235108,S1N1ST3R,307
89.0,100.0,5386235108,S1N1ST3R,307
89.0,100.0,5386235108,S1N1ST3R,308
89.0,100.0,5386235108,S1N1ST3R,308
89.0,100.0,5386235108,S1N1ST3R,309
89.0,100.0,5386235108,S1N1ST3R,309
90.0,100.0,5386235108,S1N1ST3R,310
90.0,100.0,5386235108,S1N1ST3R,310
90.0,100.0,5386235108,S1N1ST3R,311
90.0,100.0,5386235108,S1N1ST3R,311
90.0,100.0,5386235108,S1N1ST3R,312
91.0,100.0,5386235108,S1N1ST3R,312
91.0,100.0,5386235108,S1N1ST3R,313
91.0,100.0,5386235108,S1N1ST3R,313
91.0,100.0,5386235108,S1N1ST3R,314
90.0,90.0,5386235108,S1N1ST3R,314
86.0,90.0,5386235108,S1N1ST3R,316
80.0,90.0,5386235108,S1N1ST3R,317
77.0,91.0,5386235108,S1N1ST3R,318
75.0,91.0,5386235108,S1N1ST3R,319
75.0,91.0,5386235108,S1N1ST3R,320
75.0,92.0,5386235108,S1N1ST3R,320
76.0,92.0,5386235108,S1N1ST3R,321
74.0,92.0,5386235108,S1N1ST3R,321
75.0,92.0,5386235108,S1N1ST3R,322
75.0,92.0,5386235108,S1N1ST3R,322
76.0,92.0,5386235108,S1N1ST3R,323
77.0,93.0,5386235108,S1N1ST3R,323
77.0,93.0,5386235108,S1N1ST3R,324
77.0,93.0,5386235108,S1N1ST3R,324
76.0,93.0,5386235108,S1N1ST3R,325
77.0,93.0,5386235108,S1N1ST3R,325
76.0,93.0,5386235108,S1N1ST3R,326
77.0,94.0,5386235108,S1N1ST3R,326
78.0,94.0,5386235108,S1N1ST3R,327
77.0,94.0,5386235108,S1N1ST3R,327
76.0,94.0,5386235108,S1N1ST3R,328
75.0,94.0,5386235108,S1N1ST3R,328
74.0,94.0,5386235108,S1N1ST3R,329
75.0,95.0,5386235108,S1N1ST3R,329
75.0,95.0,5386235108,S1N1ST3R,330
74.0,95.0,5386235108,S1N1ST3R,330
75.0,95.0,5386235108,S1N1ST3R,331
76.0,95.0,5386235108,S1N1ST3R,331
77.0,95.0,5386235108,S1N1ST3R,332
77.0,95.0,5386235108,S1N1ST3R,332
78.0,96.0,5386235108,S1N1ST3R,333
79.0,96.0,5386235108,S1N1ST3R,333
80.0,96.0,5386235108,S1N1ST3R,334
80.0,96.0,5386235108,S1N1ST3R,334
81.0,96.0,5386235108,S1N1ST3R,335
82.0,96.0,5386235108,S1N1ST3R,335
83.0,97.0,5386235108,S1N1ST3R,336
84.0,97.0,5386235108,S1N1ST3R,336
85.0,97.0,5386235108,S1N1ST3R,337
86.0,97.0,5386235108,S1N1ST3R,337
87.0,97.0,5386235108,S1N1ST3R,338
87.0,98.0,5386235108,S1N1ST3R,338
87.0,98.0,5386235108,S1N1ST3R,339
88.0,98.0,5386235108,S1N1ST3R,339
88.0,98.0,5386235108,S1N1ST3R,340
88.0,98.0,5386235108,S1N1ST3R,341
89.0,98.0,5386235108,S1N1ST3R,341
89.0,99.0,5386235108,S1N1ST3R,342
89.0,99.0,5386235108,S1N1ST3R,342
89.0,99.0,5386235108,S1N1ST3R,343
90.0,99.0,5386235108,S1N1ST3R,343
90.0,99.0,5386235108,S1N1ST3R,344
90.0,99.0,5386235108,S1N1ST3R,344
90.0,99.0,5386235108,S1N1ST3R,345
90.0,99.0,5386235108,S1N1ST3R,345
91.0,100.0,5386235108,S1N1ST3R,346
91.0,100.0,5386235108,S1N1ST3R,346
91.0,100.0,5386235108,S1N1ST3R,347
91.0,100.0,5386235108,S1N1ST3R,347
92.0,100.0,5386235108,S1N1ST3R,348
92.0,100.0,5386235108,S1N1ST3R,348
92.0,100.0,5386235108,S1N1ST3R,349
92.0,100.0,5386235108,S1N1ST3R,349
93.0,100.0,5386235108,S1N1ST3R,350
93.0,100.0,5386235108,S1N1ST3R,350
93.0,100.0,5386235108,S1N1ST3R,351
93.0,100.0,5386235108,S1N1ST3R,351
94.0,100.0,5386235108,S1N1ST3R,352
94.0,100.0,5386235108,S1N1ST3R,352
94.0,100.0,5386235108,S1N1ST3R,353
94.0,100.0,5386235108,S1N1ST3R,353
95.0,100.0,5386235108,S1N1ST3R,354
95.0,100.0,5386235108,S1N1ST3R,354
95.0,100.0,5386235108,S1N1ST3R,355
95.0,100.0,5386235108,S1N1ST3R,355
96.0,100.0,5386235108,S1N1ST3R,356
96.0,100.0,5386235108,S1N1ST3R,356
96.0,100.0,5386235108,S1N1ST3R,357
90.0,100.0,5386235108,S1N1ST3R,357
90.0,100.0,5386235108,S1N1ST3R,358
90.0,100.0,5386235108,S1N1ST3R,358
91.0,100.0,5386235108,S1N1ST3R,359
91.0,100.0,5386235108,S1N1ST3R,359
91.0,100.0,5386235108,S1N1ST3R,360
91.0,100.0,5386235108,S1N1ST3R,360
92.0,100.0,5386235108,S1N1ST3R,361
92.0,100.0,5386235108,S1N1ST3R,361
92.0,100.0,5386235108,S1N1ST3R,362
92.0,100.0,5386235108,S1N1ST3R,362
93.0,100.0,5386235108,S1N1ST3R,363
93.0,100.0,5386235108,S1N1ST3R,363
93.0,100.0,5386235108,S1N1ST3R,364
93.0,100.0,5386235108,S1N1ST3R,364
94.0,100.0,5386235108,S1N1ST3R,365
94.0,100.0,5386235108,S1N1ST3R,365
94.0,100.0,5386235108,S1N1ST3R,366
95.0,100.0,5386235108,S1N1ST3R,366
95.0,100.0,5386235108,S1N1ST3R,367
95.0,100.0,5386235108,S1N1ST3R,367
95.0,100.0,5386235108,S1N1ST3R,368
95.0,100.0,5386235108,S1N1ST3R,368
96.0,100.0,5386235108,S1N1ST3R,369
96.0,100.0,5386235108,S1N1ST3R,369
96.0,100.0,5386235108,S1N1ST3R,370
96.0,100.0,5386235108,S1N1ST3R,370
97.0,100.0,5386235108,S1N1ST3R,371
97.0,100.0,5386235108,S1N1ST3R,371
97.0,100.0,5386235108,S1N1ST3R,372
98.0,100.0,5386235108,S1N1ST3R,372
98.0,100.0,5386235108,S1N1ST3R,373
98.0,100.0,5386235108,S1N1ST3R,373
98.0,100.0,5386235108,S1N1ST3R,374
99.0,100.0,5386235108,S1N1ST3R,374
99.0,100.0,5386235108,S1N1ST3R,375
99.0,100.0,5386235108,S1N1ST3R,375
99.0,100.0,5386235108,S1N1ST3R,376
100.0,100.0,5386235108,S1N1ST3R,376
100.0,100.0,5386235108,S1N1ST3R,377
100.0,100.0,5386235108,S1N1ST3R,377
100.0,100.0,5386235108,S1N1ST3R,378
100.0,100.0,5386235108,S1N1ST3R,378
100.0,100.0,5386235108,S1N1ST3R,379
100.0,100.0,5386235108,S1N1ST3R,379
100.0,100.0,5386235108,S1N1ST3R,380
100.0,100.0,5386235108,S1N1ST3R,380
100.0,100.0,5386235108,S1N1ST3R,381
100.0,100.0,5386235108,S1N1ST3R,381
100.0,100.0,5386235108,S1N1ST3R,382
100.0,100.0,5386235108,S1N1ST3R,382
100.0,100.0,5386235108,S1N1ST3R,383
100.0,100.0,5386235108,S1N1ST3R,383
100.0,100.0,5386235108,S1N1ST3R,384
100.0,100.0,5386235108,S1N1ST3R,384
100.0,100.0,5386235108,S1N1ST3R,385
100.0,100.0,5386235108,S1N1ST3R,385
100.0,100.0,5386235108,S1N1ST3R,386
100.0,100.0,5386235108,S1N1ST3R,386
100.0,100.0,5386235108,S1N1ST3R,387
100.0,100.0,5386235108,S1N1ST3R,387
100.0,100.0,5386235108,S1N1ST3R,388
100.0,100.0,5386235108,S1N1ST3R,388
100.0,100.0,5386235108,S1N1ST3R,389
100.0,100.0,5386235108,S1N1ST3R,389
100.0,92.0,5386235108,S1N1ST3R,390
100.0,92.0,5386235108,S1N1ST3R,390
100.0,92.0,5386235108,S1N1ST3R,391
100.0,92.0,5386235108,S1N1ST3R,391
100.0,92.0,5386235108,S1N1ST3R,392
100.0,92.0,5386235108,S1N1ST3R,392
100.0,92.0,5386235108,S1N1ST3R,393
100.0,93.0,5386235108,S1N1ST3R,393
100.0,93.0,5386235108,S1N1ST3R,394
100.0,93.0,5386235108,S1N1ST3R,394
100.0,93.0,5386235108,S1N1ST3R,395
100.0,93.0,5386235108,S1N1ST3R,396
100.0,93.0,5386235108,S1N1ST3R,396
100.0,94.0,5386235108,S1N1ST3R,396
100.0,94.0,5386235108,S1N1ST3R,397
100.0,94.0,5386235108,S1N1ST3R,398
100.0,94.0,5386235108,S1N1ST3R,398
100.0,95.0,5386235108,S1N1ST3R,399
100.0,95.0,5386235108,S1N1ST3R,400
100.0,95.0,5386235108,S1N1ST3R,401
100.0,96.0,5386235108,S1N1ST3R,403
100.0,96.0,5386235108,S1N1ST3R,403
100.0,96.0,5386235108,S1N1ST3R,404
100.0,96.0,5386235108,S1N1ST3R,404
100.0,96.0,5386235108,S1N1ST3R,405
100.0,96.0,5386235108,S1N1ST3R,405
100.0,97.0,5386235108,S1N1ST3R,406
100.0,97.0,5386235108,S1N1ST3R,406
100.0,97.0,5386235108,S1N1ST3R,407
100.0,97.0,5386235108,S1N1ST3R,407
100.0,97.0,5386235108,S1N1ST3R,408
97.0,98.0,5386235108,S1N1ST3R,408
96.0,98.0,5386235108,S1N1ST3R,409
90.0,98.0,5386235108,S1N1ST3R,409
90.0,98.0,5386235108,S1N1ST3R,410
90.0,98.0,5386235108,S1N1ST3R,410
90.0,98.0,5386235108,S1N1ST3R,411
91.0,98.0,5386235108,S1N1ST3R,411
91.0,99.0,5386235108,S1N1ST3R,412
91.0,99.0,5386235108,S1N1ST3R,412
91.0,99.0,5386235108,S1N1ST3R,412
92.0,99.0,5386235108,S1N1ST3R,413
92.0,99.0,5386235108,S1N1ST3R,413
92.0,100.0,5386235108,S1N1ST3R,414
92.0,100.0,5386235108,S1N1ST3R,414
91.0,100.0,5386235108,S1N1ST3R,415
91.0,100.0,5386235108,S1N1ST3R,415
90.0,100.0,5386235108,S1N1ST3R,416
90.0,100.0,5386235108,S1N1ST3R,416
89.0,100.0,5386235108,S1N1ST3R,417
90.0,100.0,5386235108,S1N1ST3R,417
82.0,100.0,5386235108,S1N1ST3R,418
83.0,100.0,5386235108,S1N1ST3R,418
82.0,100.0,5386235108,S1N1ST3R,419
82.0,100.0,5386235108,S1N1ST3R,419
82.0,100.0,5386235108,S1N1ST3R,420
82.0,100.0,5386235108,S1N1ST3R,420
83.0,100.0,5386235108,S1N1ST3R,421
83.0,100.0,5386235108,S1N1ST3R,421
83.0,100.0,5386235108,S1N1ST3R,422
84.0,100.0,5386235108,S1N1ST3R,422
85.0,100.0,5386235108,S1N1ST3R,423
85.0,100.0,5386235108,S1N1ST3R,423
86.0,100.0,5386235108,S1N1ST3R,424
87.0,100.0,5386235108,S1N1ST3R,424
87.0,100.0,5386235108,S1N1ST3R,425
88.0,100.0,5386235108,S1N1ST3R,425
89.0,100.0,5386235108,S1N1ST3R,426
90.0,100.0,5386235108,S1N1ST3R,426
90.0,100.0,5386235108,S1N1ST3R,427
91.0,100.0,5386235108,S1N1ST3R,427
92.0,100.0,5386235108,S1N1ST3R,428
93.0,100.0,5386235108,S1N1ST3R,428
94.0,100.0,5386235108,S1N1ST3R,429
95.0,100.0,5386235108,S1N1ST3R,429
95.0,100.0,5386235108,S1N1ST3R,430
96.0,100.0,5386235108,S1N1ST3R,430
97.0,100.0,5386235108,S1N1ST3R,431
98.0,100.0,5386235108,S1N1ST3R,431
98.0,100.0,5386235108,S1N1ST3R,432
99.0,100.0,5386235108,S1N1ST3R,432
100.0,100.0,5386235108,S1N1ST3R,433
100.0,100.0,5386235108,S1N1ST3R,434
100.0,100.0,5386235108,S1N1ST3R,434
100.0,100.0,5386235108,S1N1ST3R,435
100.0,100.0,5386235108,S1N1ST3R,435
100.0,100.0,5386235108,S1N1ST3R,436
100.0,100.0,5386235108,S1N1ST3R,436
100.0,100.0,5386235108,S1N1ST3R,437
100.0,100.0,5386235108,S1N1ST3R,438
100.0,100.0,5386235108,S1N1ST3R,439
100.0,100.0,5386235108,S1N1ST3R,440
100.0,100.0,5386235108,S1N1ST3R,440
100.0,100.0,5386235108,S1N1ST3R,441
100.0,100.0,5386235108,S1N1ST3R,441
100.0,100.0,5386235108,S1N1ST3R,442
100.0,100.0,5386235108,S1N1ST3R,442
100.0,100.0,5386235108,S1N1ST3R,443
100.0,100.0,5386235108,S1N1ST3R,444
100.0,100.0,5386235108,S1N1ST3R,444
100.0,100.0,5386235108,S1N1ST3R,445
100.0,100.0,5386235108,S1N1ST3R,445
100.0,100.0,5386235108,S1N1ST3R,445
100.0,100.0,5386235108,S1N1ST3R,446
100.0,100.0,5386235108,S1N1ST3R,447
100.0,100.0,5386235108,S1N1ST3R,447
100.0,100.0,5386235108,S1N1ST3R,447
100.0,100.0,5386235108,S1N1ST3R,448
100.0,100.0,5386235108,S1N1ST3R,448
100.0,100.0,5386235108,S1N1ST3R,449
100.0,100.0,5386235108,S1N1ST3R,449
100.0,100.0,5386235108,S1N1ST3R,450
100.0,100.0,5386235108,S1N1ST3R,450
100.0,100.0,5386235108,S1N1ST3R,451
100.0,100.0,5386235108,S1N1ST3R,451
100.0,100.0,5386235108,S1N1ST3R,452
100.0,100.0,5386235108,S1N1ST3R,452
100.0,100.0,5386235108,S1N1ST3R,453
100.0,100.0,5386235108,S1N1ST3R,453
100.0,100.0,5386235108,S1N1ST3R,454
100.0,100.0,5386235108,S1N1ST3R,454
100.0,100.0,5386235108,S1N1ST3R,455
100.0,100.0,5386235108,S1N1ST3R,455
100.0,88.0,5386235108,S1N1ST3R,456
100.0,88.0,5386235108,S1N1ST3R,456
100.0,88.0,5386235108,S1N1ST3R,457
100.0,88.0,5386235108,S1N1ST3R,457
100.0,88.0,5386235108,S1N1ST3R,458
100.0,89.0,5386235108,S1N1ST3R,458
100.0,89.0,5386235108,S1N1ST3R,459
100.0,89.0,5386235108,S1N1ST3R,459
100.0,89.0,5386235108,S1N1ST3R,460
100.0,89.0,5386235108,S1N1ST3R,460
100.0,90.0,5386235108,S1N1ST3R,461
100.0,90.0,5386235108,S1N1ST3R,461
100.0,90.0,5386235108,S1N1ST3R,462
100.0,90.0,5386235108,S1N1ST3R,462
100.0,90.0,5386235108,S1N1ST3R,463
100.0,91.0,5386235108,S1N1ST3R,463
94.0,91.0,5386235108,S1N1ST3R,464
94.0,91.0,5386235108,S1N1ST3R,464
94.0,91.0,5386235108,S1N1ST3R,465
94.0,91.0,5386235108,S1N1ST3R,466
94.0,91.0,5386235108,S1N1ST3R,466
95.0,91.0,5386235108,S1N1ST3R,467
95.0,85.0,5386235108,S1N1ST3R,467
95.0,85.0,5386235108,S1N1ST3R,468
95.0,85.0,5386235108,S1N1ST3R,468
95.0,85.0,5386235108,S1N1ST3R,469
96.0,85.0,5386235108,S1N1ST3R,469
96.0,86.0,5386235108,S1N1ST3R,470
96.0,86.0,5386235108,S1N1ST3R,470
96.0,86.0,5386235108,S1N1ST3R,471
97.0,86.0,5386235108,S1N1ST3R,471
97.0,86.0,5386235108,S1N1ST3R,472
97.0,86.0,5386235108,S1N1ST3R,472
97.0,86.0,5386235108,S1N1ST3R,473
97.0,87.0,5386235108,S1N1ST3R,473
98.0,87.0,5386235108,S1N1ST3R,474
98.0,87.0,5386235108,S1N1ST3R,474
98.0,87.0,5386235108,S1N1ST3R,475
98.0,87.0,5386235108,S1N1ST3R,475
98.0,88.0,5386235108,S1N1ST3R,476
99.0,88.0,5386235108,S1N1ST3R,476
99.0,88.0,5386235108,S1N1ST3R,477
99.0,88.0,5386235108,S1N1ST3R,477
99.0,88.0,5386235108,S1N1ST3R,478
99.0,89.0,5386235108,S1N1ST3R,478
100.0,89.0,5386235108,S1N1ST3R,479
100.0,82.0,5386235108,S1N1ST3R,479
100.0,82.0,5386235108,S1N1ST3R,480
100.0,82.0,5386235108,S1N1ST3R,480
100.0,82.0,5386235108,S1N1ST3R,481
100.0,82.0,5386235108,S1N1ST3R,481
100.0,83.0,5386235108,S1N1ST3R,482
100.0,83.0,5386235108,S1N1ST3R,482
100.0,83.0,5386235108,S1N1ST3R,483
100.0,83.0,5386235108,S1N1ST3R,483
100.0,83.0,5386235108,S1N1ST3R,484
100.0,84.0,5386235108,S1N1ST3R,484
100.0,84.0,5386235108,S1N1ST3R,486
